,name,current_capacity,total_capacity,percent_capacity,date_time
4,MAC Court (Cardio),3.0,100.0,3.0,1635811507.0948498
5,MAC (badminton),4.0,50.0,8.0,1635811507.0948498
6,West Mezzanine (3rd Floor),6.0,100.0,6.0,1635811507.0948498
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1635811507.0948498
8,East Mezzanine (3rd Floor),2.0,100.0,2.0,1635811507.0948498
9,Mindfulness Room ,0.0,50.0,0.0,1635811507.0948498
10,Racquetball/Squash Courts ,6.0,200.0,3.0,1635811507.0948498
11,Fitness Pavilion (strength),15.0,100.0,15.0,1635811507.0948498
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635811507.0948498
13,Fitness Loft,8.0,100.0,8.0,1635811507.0948498
14,Feature Gym,12.0,100.0,12.0,1635811507.0948498
15,B&G Gym 1-3,,,,1635811507.0948498
16,B&G Gym 4-6,37.0,300.0,13.0,1635811507.0948498
17,Scifres ,25.0,200.0,13.0,1635811507.0948498
18,Climbing Wall ,7.0,20.0,35.0,1635811507.0948498
19,Bouldering Wall,12.0,20.0,60.0,1635811507.0948498
20,East Fitness (Strength Equipment),58.0,300.0,20.0,1635811507.0948498
21,Olympic Lifting Room ,8.0,50.0,16.0,1635811507.0948498
22,MP4 (Table Tennis),6.0,300.0,2.0,1635811507.0948498
23,MP3 (Strength Equipment),6.0,100.0,6.0,1635811507.0948498
24,Colby (Cardio),5.0,300.0,2.0,1635811507.0948498
25,Colby (Strength),94.0,300.0,32.0,1635811507.0948498
26,Lower Gym (Badminton & Pickleball),26.0,300.0,9.0,1635811507.0948498
27,TREC,17.0,300.0,6.0,1635811507.0948498
0,Upper Track (4th Floor),0.0,100.0,0.0,1635815106.8349044
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635815106.8349044
2,Upper Fitness ,7.0,100.0,8.0,1635815106.8349044
3,Upper Gym,52.0,100.0,52.0,1635815106.8349044
4,MAC Court (Cardio),1.0,100.0,1.0,1635815106.8349044
5,MAC (badminton),7.0,50.0,15.0,1635815106.8349044
6,West Mezzanine (3rd Floor),4.0,100.0,4.0,1635815106.8349044
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1635815106.8349044
8,East Mezzanine (3rd Floor),2.0,100.0,2.0,1635815106.8349044
9,Mindfulness Room ,2.0,50.0,4.0,1635815106.8349044
10,Racquetball/Squash Courts ,2.0,200.0,1.0,1635815106.8349044
11,Fitness Pavilion (strength),12.0,100.0,12.0,1635815106.8349044
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635815106.8349044
13,Fitness Loft,6.0,100.0,6.0,1635815106.8349044
14,Feature Gym,8.0,100.0,8.0,1635815106.8349044
15,B&G Gym 1-3,,,,1635815106.8349044
16,B&G Gym 4-6,40.0,300.0,14.0,1635815106.8349044
17,Scifres ,16.0,200.0,8.0,1635815106.8349044
18,Climbing Wall ,4.0,20.0,20.0,1635815106.8349044
19,Bouldering Wall,10.0,20.0,50.0,1635815106.8349044
20,East Fitness (Strength Equipment),47.0,300.0,16.0,1635815106.8349044
21,Olympic Lifting Room ,5.0,50.0,10.0,1635815106.8349044
22,MP4 (Table Tennis),8.0,300.0,3.0,1635815106.8349044
23,MP3 (Strength Equipment),3.0,100.0,3.0,1635815106.8349044
24,Colby (Cardio),4.0,300.0,2.0,1635815106.8349044
25,Colby (Strength),89.0,300.0,30.0,1635815106.8349044
26,Lower Gym (Badminton & Pickleball),24.0,300.0,8.0,1635815106.8349044
27,TREC,23.0,300.0,8.0,1635815106.8349044
0,Upper Track (4th Floor),0.0,100.0,0.0,1635818707.1232817
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635818707.1232817
2,Upper Fitness ,16.0,100.0,16.0,1635818707.1232817
3,Upper Gym,72.0,100.0,72.0,1635818707.1232817
4,MAC Court (Cardio),1.0,100.0,1.0,1635818707.1232817
5,MAC (badminton),6.0,50.0,12.0,1635818707.1232817
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1635818707.1232817
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1635818707.1232817
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635818707.1232817
9,Mindfulness Room ,0.0,50.0,0.0,1635818707.1232817
10,Racquetball/Squash Courts ,10.0,200.0,5.0,1635818707.1232817
11,Fitness Pavilion (strength),12.0,100.0,12.0,1635818707.1232817
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635818707.1232817
13,Fitness Loft,16.0,100.0,16.0,1635818707.1232817
14,Feature Gym,10.0,100.0,10.0,1635818707.1232817
15,B&G Gym 1-3,,,,1635818707.1232817
16,B&G Gym 4-6,,,,1635818707.1232817
17,Scifres ,40.0,200.0,20.0,1635818707.1232817
18,Climbing Wall ,7.0,20.0,35.0,1635818707.1232817
19,Bouldering Wall,6.0,20.0,30.0,1635818707.1232817
20,East Fitness (Strength Equipment),46.0,300.0,16.0,1635818707.1232817
21,Olympic Lifting Room ,5.0,50.0,10.0,1635818707.1232817
22,MP4 (Table Tennis),2.0,300.0,1.0,1635818707.1232817
23,MP3 (Strength Equipment),4.0,100.0,4.0,1635818707.1232817
24,Colby (Cardio),3.0,300.0,1.0,1635818707.1232817
25,Colby (Strength),78.0,300.0,26.0,1635818707.1232817
26,Lower Gym (Badminton & Pickleball),2.0,300.0,1.0,1635818707.1232817
27,TREC,30.0,300.0,10.0,1635818707.1232817
0,Upper Track (4th Floor),0.0,100.0,0.0,1635822307.9026008
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635822307.9026008
2,Upper Fitness ,16.0,100.0,16.0,1635822307.9026008
3,Upper Gym,72.0,100.0,72.0,1635822307.9026008
4,MAC Court (Cardio),1.0,100.0,1.0,1635822307.9026008
5,MAC (badminton),6.0,50.0,12.0,1635822307.9026008
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1635822307.9026008
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1635822307.9026008
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635822307.9026008
9,Mindfulness Room ,0.0,50.0,0.0,1635822307.9026008
10,Racquetball/Squash Courts ,10.0,200.0,5.0,1635822307.9026008
11,Fitness Pavilion (strength),12.0,100.0,12.0,1635822307.9026008
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635822307.9026008
13,Fitness Loft,16.0,100.0,16.0,1635822307.9026008
14,Feature Gym,10.0,100.0,10.0,1635822307.9026008
15,B&G Gym 1-3,,,,1635822307.9026008
16,B&G Gym 4-6,,,,1635822307.9026008
17,Scifres ,40.0,200.0,20.0,1635822307.9026008
18,Climbing Wall ,7.0,20.0,35.0,1635822307.9026008
19,Bouldering Wall,6.0,20.0,30.0,1635822307.9026008
20,East Fitness (Strength Equipment),46.0,300.0,16.0,1635822307.9026008
21,Olympic Lifting Room ,5.0,50.0,10.0,1635822307.9026008
22,MP4 (Table Tennis),2.0,300.0,1.0,1635822307.9026008
23,MP3 (Strength Equipment),4.0,100.0,4.0,1635822307.9026008
24,Colby (Cardio),3.0,300.0,1.0,1635822307.9026008
25,Colby (Strength),78.0,300.0,26.0,1635822307.9026008
26,Lower Gym (Badminton & Pickleball),2.0,300.0,1.0,1635822307.9026008
27,TREC,30.0,300.0,10.0,1635822307.9026008
0,Upper Track (4th Floor),0.0,100.0,0.0,1635843906.9170668
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635843906.9170668
2,Upper Fitness ,16.0,100.0,16.0,1635843906.9170668
3,Upper Gym,72.0,100.0,72.0,1635843906.9170668
4,MAC Court (Cardio),1.0,100.0,1.0,1635843906.9170668
5,MAC (badminton),6.0,50.0,12.0,1635843906.9170668
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1635843906.9170668
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1635843906.9170668
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635843906.9170668
9,Mindfulness Room ,0.0,50.0,0.0,1635843906.9170668
10,Racquetball/Squash Courts ,10.0,200.0,5.0,1635843906.9170668
11,Fitness Pavilion (strength),12.0,100.0,12.0,1635843906.9170668
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635843906.9170668
13,Fitness Loft,16.0,100.0,16.0,1635843906.9170668
14,Feature Gym,10.0,100.0,10.0,1635843906.9170668
15,B&G Gym 1-3,,,,1635843906.9170668
16,B&G Gym 4-6,,,,1635843906.9170668
17,Scifres ,40.0,200.0,20.0,1635843906.9170668
18,Climbing Wall ,7.0,20.0,35.0,1635843906.9170668
19,Bouldering Wall,6.0,20.0,30.0,1635843906.9170668
20,East Fitness (Strength Equipment),46.0,300.0,16.0,1635843906.9170668
21,Olympic Lifting Room ,5.0,50.0,10.0,1635843906.9170668
22,MP4 (Table Tennis),2.0,300.0,1.0,1635843906.9170668
23,MP3 (Strength Equipment),4.0,100.0,4.0,1635843906.9170668
24,Colby (Cardio),3.0,300.0,1.0,1635843906.9170668
25,Colby (Strength),78.0,300.0,26.0,1635843906.9170668
26,Lower Gym (Badminton & Pickleball),2.0,300.0,1.0,1635843906.9170668
27,TREC,30.0,300.0,10.0,1635843906.9170668
0,Upper Track (4th Floor),0.0,100.0,0.0,1635847506.5700505
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635847506.5700505
2,Upper Fitness ,16.0,100.0,16.0,1635847506.5700505
3,Upper Gym,72.0,100.0,72.0,1635847506.5700505
4,MAC Court (Cardio),1.0,100.0,1.0,1635847506.5700505
5,MAC (badminton),6.0,50.0,12.0,1635847506.5700505
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1635847506.5700505
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1635847506.5700505
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635847506.5700505
9,Mindfulness Room ,0.0,50.0,0.0,1635847506.5700505
10,Racquetball/Squash Courts ,10.0,200.0,5.0,1635847506.5700505
11,Fitness Pavilion (strength),12.0,100.0,12.0,1635847506.5700505
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635847506.5700505
13,Fitness Loft,16.0,100.0,16.0,1635847506.5700505
14,Feature Gym,10.0,100.0,10.0,1635847506.5700505
15,B&G Gym 1-3,,,,1635847506.5700505
16,B&G Gym 4-6,,,,1635847506.5700505
17,Scifres ,40.0,200.0,20.0,1635847506.5700505
18,Climbing Wall ,7.0,20.0,35.0,1635847506.5700505
19,Bouldering Wall,6.0,20.0,30.0,1635847506.5700505
20,East Fitness (Strength Equipment),46.0,300.0,16.0,1635847506.5700505
21,Olympic Lifting Room ,5.0,50.0,10.0,1635847506.5700505
22,MP4 (Table Tennis),2.0,300.0,1.0,1635847506.5700505
23,MP3 (Strength Equipment),4.0,100.0,4.0,1635847506.5700505
24,Colby (Cardio),3.0,300.0,1.0,1635847506.5700505
25,Colby (Strength),78.0,300.0,26.0,1635847506.5700505
26,Lower Gym (Badminton & Pickleball),2.0,300.0,1.0,1635847506.5700505
27,TREC,30.0,300.0,10.0,1635847506.5700505
0,Upper Track (4th Floor),0.0,100.0,0.0,1635851106.5208197
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635851106.5208197
2,Upper Fitness ,4.0,100.0,4.0,1635851106.5208197
3,Upper Gym,18.0,100.0,18.0,1635851106.5208197
4,MAC Court (Cardio),0.0,100.0,0.0,1635851106.5208197
5,MAC (badminton),0.0,50.0,0.0,1635851106.5208197
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1635851106.5208197
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1635851106.5208197
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635851106.5208197
9,Mindfulness Room ,0.0,50.0,0.0,1635851106.5208197
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635851106.5208197
11,Fitness Pavilion (strength),1.0,100.0,1.0,1635851106.5208197
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635851106.5208197
13,Fitness Loft,5.0,100.0,5.0,1635851106.5208197
14,Feature Gym,1.0,100.0,1.0,1635851106.5208197
15,B&G Gym 1-3,,,,1635851106.5208197
16,B&G Gym 4-6,2.0,300.0,1.0,1635851106.5208197
17,Scifres ,6.0,200.0,3.0,1635851106.5208197
18,Climbing Wall ,0.0,20.0,0.0,1635851106.5208197
19,Bouldering Wall,0.0,20.0,0.0,1635851106.5208197
20,East Fitness (Strength Equipment),20.0,300.0,7.0,1635851106.5208197
21,Olympic Lifting Room ,1.0,50.0,2.0,1635851106.5208197
22,MP4 (Table Tennis),0.0,300.0,0.0,1635851106.5208197
23,MP3 (Strength Equipment),1.0,100.0,1.0,1635851106.5208197
24,Colby (Cardio),5.0,300.0,2.0,1635851106.5208197
25,Colby (Strength),31.0,300.0,11.0,1635851106.5208197
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1635851106.5208197
27,TREC,,,,1635851106.5208197
0,Upper Track (4th Floor),0.0,100.0,0.0,1635854706.6655893
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635854706.6655893
2,Upper Fitness ,14.0,100.0,15.0,1635854706.6655893
3,Upper Gym,1.0,100.0,1.0,1635854706.6655893
4,MAC Court (Cardio),1.0,100.0,1.0,1635854706.6655893
5,MAC (badminton),2.0,50.0,4.0,1635854706.6655893
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1635854706.6655893
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1635854706.6655893
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1635854706.6655893
9,Mindfulness Room ,0.0,50.0,0.0,1635854706.6655893
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635854706.6655893
11,Fitness Pavilion (strength),8.0,100.0,8.0,1635854706.6655893
12,Fitness Pavilion (cardio),6.0,100.0,6.0,1635854706.6655893
13,Fitness Loft,9.0,100.0,9.0,1635854706.6655893
14,Feature Gym,,,,1635854706.6655893
15,B&G Gym 1-3,,,,1635854706.6655893
16,B&G Gym 4-6,3.0,300.0,1.0,1635854706.6655893
17,Scifres ,18.0,200.0,9.0,1635854706.6655893
18,Climbing Wall ,,,,1635854706.6655893
19,Bouldering Wall,0.0,20.0,0.0,1635854706.6655893
20,East Fitness (Strength Equipment),32.0,300.0,11.0,1635854706.6655893
21,Olympic Lifting Room ,4.0,50.0,8.0,1635854706.6655893
22,MP4 (Table Tennis),0.0,300.0,0.0,1635854706.6655893
23,MP3 (Strength Equipment),0.0,100.0,0.0,1635854706.6655893
24,Colby (Cardio),3.0,300.0,1.0,1635854706.6655893
25,Colby (Strength),47.0,300.0,16.0,1635854706.6655893
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1635854706.6655893
27,TREC,,,,1635854706.6655893
0,Upper Track (4th Floor),0.0,100.0,0.0,1635858307.2945442
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1635858307.2945442
2,Upper Fitness ,11.0,100.0,11.0,1635858307.2945442
3,Upper Gym,2.0,100.0,2.0,1635858307.2945442
4,MAC Court (Cardio),2.0,100.0,2.0,1635858307.2945442
5,MAC (badminton),2.0,50.0,4.0,1635858307.2945442
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1635858307.2945442
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1635858307.2945442
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1635858307.2945442
9,Mindfulness Room ,0.0,50.0,0.0,1635858307.2945442
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635858307.2945442
11,Fitness Pavilion (strength),6.0,100.0,6.0,1635858307.2945442
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1635858307.2945442
13,Fitness Loft,10.0,100.0,10.0,1635858307.2945442
14,Feature Gym,,,,1635858307.2945442
15,B&G Gym 1-3,,,,1635858307.2945442
16,B&G Gym 4-6,1.0,300.0,1.0,1635858307.2945442
17,Scifres ,23.0,200.0,12.0,1635858307.2945442
18,Climbing Wall ,,,,1635858307.2945442
19,Bouldering Wall,0.0,20.0,0.0,1635858307.2945442
20,East Fitness (Strength Equipment),27.0,300.0,9.0,1635858307.2945442
21,Olympic Lifting Room ,5.0,50.0,10.0,1635858307.2945442
22,MP4 (Table Tennis),0.0,300.0,0.0,1635858307.2945442
23,MP3 (Strength Equipment),3.0,100.0,3.0,1635858307.2945442
24,Colby (Cardio),8.0,300.0,3.0,1635858307.2945442
25,Colby (Strength),55.0,300.0,19.0,1635858307.2945442
26,Lower Gym (Badminton & Pickleball),2.0,300.0,1.0,1635858307.2945442
27,TREC,,,,1635858307.2945442
0,Upper Track (4th Floor),1.0,100.0,1.0,1635861906.6087558
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635861906.6087558
2,Upper Fitness ,8.0,100.0,8.0,1635861906.6087558
3,Upper Gym,2.0,100.0,2.0,1635861906.6087558
4,MAC Court (Cardio),0.0,100.0,0.0,1635861906.6087558
5,MAC (badminton),0.0,50.0,0.0,1635861906.6087558
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1635861906.6087558
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1635861906.6087558
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635861906.6087558
9,Mindfulness Room ,1.0,50.0,2.0,1635861906.6087558
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635861906.6087558
11,Fitness Pavilion (strength),10.0,100.0,10.0,1635861906.6087558
12,Fitness Pavilion (cardio),11.0,100.0,11.0,1635861906.6087558
13,Fitness Loft,5.0,100.0,5.0,1635861906.6087558
14,Feature Gym,,,,1635861906.6087558
15,B&G Gym 1-3,,,,1635861906.6087558
16,B&G Gym 4-6,1.0,300.0,1.0,1635861906.6087558
17,Scifres ,22.0,200.0,11.0,1635861906.6087558
18,Climbing Wall ,,,,1635861906.6087558
19,Bouldering Wall,0.0,20.0,0.0,1635861906.6087558
20,East Fitness (Strength Equipment),19.0,300.0,7.0,1635861906.6087558
21,Olympic Lifting Room ,1.0,50.0,2.0,1635861906.6087558
22,MP4 (Table Tennis),0.0,300.0,0.0,1635861906.6087558
23,MP3 (Strength Equipment),2.0,100.0,2.0,1635861906.6087558
24,Colby (Cardio),6.0,300.0,2.0,1635861906.6087558
25,Colby (Strength),51.0,300.0,17.0,1635861906.6087558
26,Lower Gym (Badminton & Pickleball),5.0,300.0,2.0,1635861906.6087558
27,TREC,,,,1635861906.6087558
0,Upper Track (4th Floor),2.0,100.0,2.0,1635865507.0268464
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1635865507.0268464
2,Upper Fitness ,8.0,100.0,8.0,1635865507.0268464
3,Upper Gym,1.0,100.0,1.0,1635865507.0268464
4,MAC Court (Cardio),0.0,100.0,0.0,1635865507.0268464
5,MAC (badminton),0.0,50.0,0.0,1635865507.0268464
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1635865507.0268464
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1635865507.0268464
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1635865507.0268464
9,Mindfulness Room ,0.0,50.0,0.0,1635865507.0268464
10,Racquetball/Squash Courts ,1.0,200.0,1.0,1635865507.0268464
11,Fitness Pavilion (strength),10.0,100.0,10.0,1635865507.0268464
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1635865507.0268464
13,Fitness Loft,9.0,100.0,9.0,1635865507.0268464
14,Feature Gym,,,,1635865507.0268464
15,B&G Gym 1-3,,,,1635865507.0268464
16,B&G Gym 4-6,0.0,300.0,0.0,1635865507.0268464
17,Scifres ,21.0,200.0,11.0,1635865507.0268464
18,Climbing Wall ,,,,1635865507.0268464
19,Bouldering Wall,0.0,20.0,0.0,1635865507.0268464
20,East Fitness (Strength Equipment),31.0,300.0,11.0,1635865507.0268464
21,Olympic Lifting Room ,1.0,50.0,2.0,1635865507.0268464
22,MP4 (Table Tennis),0.0,300.0,0.0,1635865507.0268464
23,MP3 (Strength Equipment),2.0,100.0,2.0,1635865507.0268464
24,Colby (Cardio),4.0,300.0,2.0,1635865507.0268464
25,Colby (Strength),59.0,300.0,20.0,1635865507.0268464
26,Lower Gym (Badminton & Pickleball),2.0,300.0,1.0,1635865507.0268464
27,TREC,,,,1635865507.0268464
0,Upper Track (4th Floor),0.0,100.0,0.0,1635869107.280164
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635869107.280164
2,Upper Fitness ,6.0,100.0,6.0,1635869107.280164
3,Upper Gym,1.0,100.0,1.0,1635869107.280164
4,MAC Court (Cardio),2.0,100.0,2.0,1635869107.280164
5,MAC (badminton),0.0,50.0,0.0,1635869107.280164
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1635869107.280164
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1635869107.280164
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635869107.280164
9,Mindfulness Room ,0.0,50.0,0.0,1635869107.280164
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635869107.280164
11,Fitness Pavilion (strength),11.0,100.0,11.0,1635869107.280164
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1635869107.280164
13,Fitness Loft,13.0,100.0,13.0,1635869107.280164
14,Feature Gym,,,,1635869107.280164
15,B&G Gym 1-3,,,,1635869107.280164
16,B&G Gym 4-6,1.0,300.0,1.0,1635869107.280164
17,Scifres ,25.0,200.0,13.0,1635869107.280164
18,Climbing Wall ,,,,1635869107.280164
19,Bouldering Wall,0.0,20.0,0.0,1635869107.280164
20,East Fitness (Strength Equipment),35.0,300.0,12.0,1635869107.280164
21,Olympic Lifting Room ,3.0,50.0,6.0,1635869107.280164
22,MP4 (Table Tennis),3.0,300.0,1.0,1635869107.280164
23,MP3 (Strength Equipment),1.0,100.0,1.0,1635869107.280164
24,Colby (Cardio),2.0,300.0,1.0,1635869107.280164
25,Colby (Strength),63.0,300.0,21.0,1635869107.280164
26,Lower Gym (Badminton & Pickleball),4.0,300.0,2.0,1635869107.280164
27,TREC,0.0,300.0,0.0,1635869107.280164
0,Upper Track (4th Floor),0.0,100.0,0.0,1635872706.9703908
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635872706.9703908
2,Upper Fitness ,4.0,100.0,4.0,1635872706.9703908
3,Upper Gym,1.0,100.0,1.0,1635872706.9703908
4,MAC Court (Cardio),1.0,100.0,1.0,1635872706.9703908
5,MAC (badminton),0.0,50.0,0.0,1635872706.9703908
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1635872706.9703908
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1635872706.9703908
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635872706.9703908
9,Mindfulness Room ,1.0,50.0,2.0,1635872706.9703908
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635872706.9703908
11,Fitness Pavilion (strength),10.0,100.0,10.0,1635872706.9703908
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635872706.9703908
13,Fitness Loft,13.0,100.0,13.0,1635872706.9703908
14,Feature Gym,,,,1635872706.9703908
15,B&G Gym 1-3,,,,1635872706.9703908
16,B&G Gym 4-6,1.0,300.0,1.0,1635872706.9703908
17,Scifres ,18.0,200.0,9.0,1635872706.9703908
18,Climbing Wall ,,,,1635872706.9703908
19,Bouldering Wall,0.0,20.0,0.0,1635872706.9703908
20,East Fitness (Strength Equipment),30.0,300.0,10.0,1635872706.9703908
21,Olympic Lifting Room ,2.0,50.0,4.0,1635872706.9703908
22,MP4 (Table Tennis),0.0,300.0,0.0,1635872706.9703908
23,MP3 (Strength Equipment),1.0,100.0,1.0,1635872706.9703908
24,Colby (Cardio),5.0,300.0,2.0,1635872706.9703908
25,Colby (Strength),62.0,300.0,21.0,1635872706.9703908
26,Lower Gym (Badminton & Pickleball),9.0,300.0,3.0,1635872706.9703908
27,TREC,12.0,300.0,4.0,1635872706.9703908
0,Upper Track (4th Floor),0.0,100.0,0.0,1635876306.9038866
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635876306.9038866
2,Upper Fitness ,4.0,100.0,4.0,1635876306.9038866
3,Upper Gym,1.0,100.0,1.0,1635876306.9038866
4,MAC Court (Cardio),1.0,100.0,1.0,1635876306.9038866
5,MAC (badminton),0.0,50.0,0.0,1635876306.9038866
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1635876306.9038866
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1635876306.9038866
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635876306.9038866
9,Mindfulness Room ,1.0,50.0,2.0,1635876306.9038866
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635876306.9038866
11,Fitness Pavilion (strength),10.0,100.0,10.0,1635876306.9038866
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635876306.9038866
13,Fitness Loft,13.0,100.0,13.0,1635876306.9038866
14,Feature Gym,,,,1635876306.9038866
15,B&G Gym 1-3,,,,1635876306.9038866
16,B&G Gym 4-6,1.0,300.0,1.0,1635876306.9038866
17,Scifres ,18.0,200.0,9.0,1635876306.9038866
18,Climbing Wall ,,,,1635876306.9038866
19,Bouldering Wall,0.0,20.0,0.0,1635876306.9038866
20,East Fitness (Strength Equipment),30.0,300.0,10.0,1635876306.9038866
21,Olympic Lifting Room ,2.0,50.0,4.0,1635876306.9038866
22,MP4 (Table Tennis),0.0,300.0,0.0,1635876306.9038866
23,MP3 (Strength Equipment),1.0,100.0,1.0,1635876306.9038866
24,Colby (Cardio),5.0,300.0,2.0,1635876306.9038866
25,Colby (Strength),62.0,300.0,21.0,1635876306.9038866
26,Lower Gym (Badminton & Pickleball),9.0,300.0,3.0,1635876306.9038866
27,TREC,12.0,300.0,4.0,1635876306.9038866
0,Upper Track (4th Floor),0.0,100.0,0.0,1635879907.3822484
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1635879907.3822484
2,Upper Fitness ,4.0,100.0,4.0,1635879907.3822484
3,Upper Gym,1.0,100.0,1.0,1635879907.3822484
4,MAC Court (Cardio),1.0,100.0,1.0,1635879907.3822484
5,MAC (badminton),0.0,50.0,0.0,1635879907.3822484
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1635879907.3822484
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1635879907.3822484
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1635879907.3822484
9,Mindfulness Room ,1.0,50.0,2.0,1635879907.3822484
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1635879907.3822484
11,Fitness Pavilion (strength),10.0,100.0,10.0,1635879907.3822484
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1635879907.3822484
13,Fitness Loft,13.0,100.0,13.0,1635879907.3822484
14,Feature Gym,,,,1635879907.3822484
